1,0.002,0.383178,0,73,0.002,0.35514,0
2,0.002,0.345133,0,158,0.002,0.296296,0
3,0.002,0.333333,0,91,0.002,0.365217,0
4,0.002,0.19802,0,43,0.002,0.304348,0
5,0.002,0.384615,0,61,0.002,0.354545,0
6,0.00175961,0.336364,0,92,0.00175961,0.37963,0
7,0.002,0.3,0,0,0.002,0.396825,0
8,0.002,0.352941,0,0,0.002,0.296296,0
9,0.002,0.341667,0,0,0.002,0.375,0
10,0.002,0.344,0,96,0.002,0.318584,0
11,0.002,0.315315,0,0,0.002,0.347826,0
12,0.002,0.349515,0,0,0.002,0.352941,0
13,0.002,0.347368,0,61,0.002,0.396825,0
14,0.00175885,0.328244,0,141,0.00175885,0.311321,0
15,0.002,0.380952,0,0,0.002,0.333333,0
16,0.002,0.267857,0,94,0.002,0.333333,0
17,0.00191647,0.351852,0,125,0.00191647,0.298077,0
18,0.002,0.372727,0,105,0.002,0.34188,0
19,0.002,0.289062,0,0,0.002,0.292929,0
20,0.002,0.290076,0,178,0.002,0.428571,0
21,0.002,0.357724,0,54,0.002,0.345794,0
22,0.00208767,0.336207,0,143,0.00208767,0.350877,0
23,0.002,0.327731,0,0,0.002,0.388889,0
24,0.00187402,0.310345,0,160,0.00187402,0.345455,0
25,0.002,0.382609,0,47,0.002,0.267241,0
26,0.002,0.294118,0,94,0.002,0.390476,0
27,0.002,0.32,0,77,0.002,0.383178,0
28,0.00206082,0.4,0,160,0.00206082,0.267327,0
29,0.002,0.315789,0,86,0.002,0.390625,0
30,0.002,0.342857,0,48,0.002,0.333333,0
