1,0.002,1,0.000111278,27,0.002,0.99,0.00521641
2,0.002,0.971963,0.059819,18,0.002,0.982301,0.128832
3,0.00197101,0.977444,0.168885,27,0.00197101,1,0.000131452
4,0.002,0.991525,0.0762713,36,0.002,1,1.88049e-10
5,0.002,1,0.000335794,12,0.002,0.990991,0.0749326
6,0.002,0.991525,0.07624,15,0.002,0.983193,0.151634
7,0.002,0.99187,0.076003,43,0.002,0.963964,0.186975
8,0.002,1,0.00385279,25,0.002,0.952381,0.225373
9,0.002,0.991453,0.0776671,34,0.002,0.973913,0.15148
10,0.002,0.99115,0.0398481,6,0.002,1,2.50448e-09
11,0.002,0.990291,0.0874082,43,0.002,0.990741,0.0833333
12,0.00209699,0.992308,0.0692075,62,0.00209699,0.989362,0.0773626
13,0.002,1,5.80341e-09,38,0.002,0.991304,0.0679836
14,0.002,1,1.39884e-07,14,0.002,1,4.84027e-05
15,0.002,1,0.000106915,22,0.002,1,9.72835e-08
16,0.002,0.982456,0.158312,10,0.002,0.983051,0.0098921
17,0.00159769,0.99187,0.0738913,58,0.00159769,0.974576,0.218629
18,0.002,0.984252,0.141732,11,0.002,0.990196,0.0881567
19,0.002,1,0.00053947,7,0.002,0.990654,0.0841122
20,0.00191734,1,0.000831599,32,0.00191734,1,1.13978e-08
21,0.002,1,1.56195e-06,17,0.002,0.981982,0.162162
22,0.00207474,1,1.02487e-06,46,0.00207474,1,1.22187e-08
23,0.002,0.990385,0.088497,5,0.002,1,0.00112969
24,0.002,1,0.000241899,23,0.002,0.981982,0.162808
25,0.002,0.990909,0.0818181,14,0.002,0.991667,0.0750294
26,0.00190007,0.968,0.240487,100,0.00190007,1,6.77082e-14
27,0.002,0.991525,0.00222322,21,0.002,0.970149,0.203533
28,0.002,1,0.00379609,28,0.002,0.990909,0.0575694
29,0.002,0.992126,0.0719065,3,0.002,0.971154,0.101445
30,0.002,0.989899,0.0909091,16,0.002,1,0.000250697
