1,0.00191412,0.890411,0.189367,93,0.00191412,0.862745,0.225488
2,0.002,0.913978,0.248082,71,0.002,0.927711,0.145136
3,0.00211872,0.951456,0.184892,67,0.00211872,0.987654,0.0115308
4,0.002,0.674699,0.603415,100,0.002,0.514851,1.11024
5,0.002,0.964286,0.0721226,66,0.002,0.95122,0.0486111
6,0.00189937,0.94186,0.127907,81,0.00189937,0.934783,0.0652174
7,0.002,0.793103,0.208023,42,0.002,0.8,0.236996
8,0.002,0.965909,0.0263409,66,0.002,0.930233,0.174453
9,0.002,0.902439,0.238189,98,0.002,0.87234,0.233693
10,0.00220823,1,1.37328e-05,84,0.00220823,0.987179,0.0128272
11,0.00205604,0.677419,0.860215,83,0.00205604,0.55814,0.894193
12,0.00201896,0.905882,0.258824,87,0.00201896,0.941176,0.0938195
13,0.00183429,0.962025,0.0379747,87,0.00183429,0.945946,0.0540092
14,0.00198171,0.943662,0.140845,67,0.00198171,0.956522,0.109565
15,0.00179482,0.9875,0.0502635,85,0.00179482,0.977273,0.0219768
16,0.002,0.857143,0.175752,65,0.002,0.858824,0.141176
17,0.00197059,0.947368,0.0535316,77,0.00197059,0.910112,0.0897752
18,0.002,0.72619,0.729882,86,0.002,0.632184,0.68874
19,0.00194249,0.878788,0.121212,65,0.00194249,0.885714,0.11188
20,0.002,0.990099,0.00928716,91,0.002,0.978022,0.143239
21,0.002,0.981308,0.0183119,76,0.002,0.955882,0.0444073
22,0.002,0.923077,0.256677,68,0.002,0.862745,0.338179
23,0.00224305,0.948454,0.0767538,79,0.00224305,0.915663,0.154348
24,0.00183638,0.761364,0.340908,51,0.00183638,0.760417,0.499699
25,0.002,0.94,0.123228,51,0.002,0.908046,0.0968876
26,0.002,0.988372,0.0467154,90,0.002,0.977778,0.0217569
27,0.00197704,0.987179,0.0126084,100,0.00197704,0.954545,0.0454545
28,0.002,0.903226,0.126267,80,0.002,0.873418,0.227843
29,0.002,0.847059,0.152394,100,0.002,0.816092,0.183912
30,0.00185477,1,3.75596e-11,41,0.00185477,0.988235,0.0134261
