1,0.00192631,0.714286,0.288318,3,0.00192631,0.827957,0.171077
2,0.00195279,0.928571,0.0714286,1,0.00195279,0.893333,0.106686
3,0.00170596,0.732558,0.300775,1,0.00170596,0.660194,0.417476
4,0.00202269,0.933333,0.0666713,1,0.00202269,0.920455,0.0795714
5,0.00222353,0.925,0.0672935,1,0.00222353,0.901099,0.0974977
6,0.00187604,0.813953,0.184834,1,0.00187604,0.8,0.294115
7,0.00208822,0.870588,0.220958,1,0.00208822,0.913978,0.117838
8,0.00205506,0.912088,0.0879129,1,0.00205506,0.864583,0.135307
9,0.00210114,0.7375,0.362076,1,0.00210114,0.730769,0.263687
10,0.00179363,0.535354,0.601203,1,0.00179363,0.561798,0.664204
11,0.00263941,0.728261,0.358751,1,0.00263941,0.691358,0.413363
12,0.00206642,0.486842,0.464958,1,0.00206642,0.468085,0.495662
13,0.00197641,0.95,0.05,1,0.00197641,0.931034,0.0689655
14,0.00162363,0.94382,0.0561807,3,0.00162363,0.971429,0.0285714
15,0.00196478,0.819277,0.205745,3,0.00196478,0.85567,0.226804
16,0.00183422,0.753247,0.246867,1,0.00183422,0.766234,0.376623
17,0.00210144,0.858824,0.141176,1,0.00210144,0.83871,0.153325
18,0.00321466,0.858696,0.141135,3,0.00321466,0.951807,0.0476275
19,0.00198436,0.655556,0.619487,1,0.00198436,0.674699,0.489396
20,0.00147631,0.860759,0.139294,3,0.00147631,0.930693,0.143675
21,0.00221439,0.693182,0.491983,1,0.00221439,0.721519,0.316456
22,0.00148487,0.829268,0.169504,1,0.00148487,0.841463,0.15774
23,0.00187968,0.945946,0.0540535,1,0.00187968,0.902913,0.0970879
24,0.00190809,0.827586,0.333298,2,0.00190809,0.804348,0.347826
25,0.00119704,0.872093,0.162791,2,0.00119704,0.875,0.215839
26,0.00206128,0.825243,0.203877,1,0.00206128,0.764045,0.326587
27,0.00111361,0.784091,0.306818,2,0.00111361,0.730337,0.370786
28,0.00179683,0.810526,0.389474,2,0.00179683,0.761364,0.306815
29,0.00202877,0.885417,0.114585,1,0.00202877,0.9125,0.0875001
30,0.0020844,0.89011,0.112093,1,0.0020844,0.909091,0.090906
